Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0050790~regulation of catalytic activity	10	30.303030303030305	2.494447544125443E-4	CAST, CAND1, GZMA, NEK7, RPL11, APOA2, CXCL13, MMP9, LGMN, TGM2	32	1414	19530	4.316212871287128	0.26753951645183394	0.3113070535068553	0.3113070535068553
GOTERM_BP_FAT	GO:0043086~negative regulation of catalytic activity	6	18.181818181818183	7.778112898910613E-4	CAST, CAND1, GZMA, RPL11, APOA2, MMP9	32	467	19530	7.8412740899357605	0.6213284982202198	0.33475212837793006	0.33475212837793006
GOTERM_BP_FAT	GO:0051336~regulation of hydrolase activity	7	21.21212121212121	8.046926162931012E-4	CAST, GZMA, APOA2, CXCL13, MMP9, LGMN, TGM2	32	717	19530	5.958420502092051	0.6338311308526081	0.33475212837793006	0.33475212837793006
GOTERM_BP_FAT	GO:0065009~regulation of molecular function	10	30.303030303030305	0.0035737909023530494	CAST, CAND1, GZMA, NEK7, RPL11, APOA2, CXCL13, MMP9, LGMN, TGM2	32	2049	19530	2.9785871156661785	0.9885306819148733	1.0	1.0
GOTERM_BP_FAT	GO:0051346~negative regulation of hydrolase activity	4	12.121212121212121	0.004125575982264535	CAST, GZMA, APOA2, MMP9	32	205	19530	11.908536585365853	0.9942546752562912	1.0	1.0
GOTERM_BP_FAT	GO:0044092~negative regulation of molecular function	6	18.181818181818183	0.007306274294546987	CAST, CAND1, GZMA, RPL11, APOA2, MMP9	32	783	19530	4.676724137931035	0.9998939610001605	1.0	1.0
GOTERM_BP_FAT	GO:0051707~response to other organism	8	24.242424242424242	0.007810742950052212	GZMA, CFI, PLEKHM2, MIF, CXCL13, TREM1, MMP9, TPT1	32	1495	19530	3.2658862876254178	0.9999437708588051	1.0	1.0
GOTERM_BP_FAT	GO:0043207~response to external biotic stimulus	8	24.242424242424242	0.007894861746145294	GZMA, CFI, PLEKHM2, MIF, CXCL13, TREM1, MMP9, TPT1	32	1498	19530	3.2593457943925235	0.9999494165737939	1.0	1.0
GOTERM_BP_FAT	GO:0009607~response to biotic stimulus	8	24.242424242424242	0.00914539993107116	GZMA, CFI, PLEKHM2, MIF, CXCL13, TREM1, MMP9, TPT1	32	1540	19530	3.170454545454546	0.9999895192449787	1.0	1.0
GOTERM_BP_FAT	GO:0044093~positive regulation of molecular function	7	21.21212121212121	0.01039680087867341	NEK7, RPL11, APOA2, CXCL13, MMP9, LGMN, TGM2	32	1200	19530	3.56015625	0.9999978350840268	1.0	1.0
GOTERM_BP_FAT	GO:0070887~cellular response to chemical stimulus	9	27.27272727272727	0.013229501493028945	GRAMD1C, DIAPH1, AS3MT, NEK7, CXCL13, TREM1, MMP9, LGMN, TGM2	32	2067	19530	2.6573838896952107	0.9999999394988243	1.0	1.0
GOTERM_BP_FAT	GO:0006508~proteolysis	7	21.21212121212121	0.014010438607263748	TINAGL1, GZMA, CFI, MAN1C1, MMP9, LGMN, TGM2	32	1280	19530	3.337646484375	0.9999999774756761	1.0	1.0
GOTERM_BP_FAT	GO:0044419~biological process involved in interspecies interaction between organisms	8	24.242424242424242	0.01426311674205851	GZMA, CFI, PLEKHM2, MIF, CXCL13, TREM1, MMP9, TPT1	32	1677	19530	2.9114490161001787	0.999999983641762	1.0	1.0
