Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_FAT	GO:0044421~extracellular region part	15	68.18181818181817	9.449014048009651E-7	SERPINA1, LAMA4, PGAM1, FGL1, CFI, PGAM2, SERPINA10, HP, CD1B, GLIPR1, C5, F9, CCL7, CDH11, ALDH7A1	19	3948	17627	3.5248360262358025	1.0960260793524412E-4	1.0960856295691195E-4	1.058289573377081E-4
GOTERM_CC_FAT	GO:0005576~extracellular region	15	68.18181818181817	1.0927152342151793E-5	SERPINA1, LAMA4, PGAM1, FGL1, CFI, PGAM2, SERPINA10, HP, CD1B, GLIPR1, C5, F9, CCL7, CDH11, ALDH7A1	19	4778	17627	2.9125267123438565	0.0012667535865580337	5.599356169161502E-4	5.406274921949037E-4
GOTERM_CC_FAT	GO:0070062~extracellular exosome	11	50.0	1.6313115804772125E-5	C5, SERPINA1, F9, LAMA4, PGAM1, CDH11, CFI, SERPINA10, PGAM2, HP, ALDH7A1	19	2218	17627	4.601039343173082	0.0018905475277922745	5.599356169161502E-4	5.406274921949037E-4
GOTERM_CC_FAT	GO:1903561~extracellular vesicle	11	50.0	2.3949456361893425E-5	C5, SERPINA1, F9, LAMA4, PGAM1, CDH11, CFI, SERPINA10, PGAM2, HP, ALDH7A1	19	2315	17627	4.408252813459134	0.002774314662373545	5.599356169161502E-4	5.406274921949037E-4
GOTERM_CC_FAT	GO:0043230~extracellular organelle	11	50.0	2.41351559015582E-5	C5, SERPINA1, F9, LAMA4, PGAM1, CDH11, CFI, SERPINA10, PGAM2, HP, ALDH7A1	19	2317	17627	4.404447675078936	0.002795796332163314	5.599356169161502E-4	5.406274921949037E-4
GOTERM_CC_FAT	GO:0005615~extracellular space	10	45.45454545454545	7.366272880973306E-5	GLIPR1, C5, SERPINA1, F9, CCL7, FGL1, CFI, SERPINA10, HP, CD1B	19	2065	17627	4.49267235886326	0.008508784903475841	0.0014241460903215057	0.0013750376044483507
GOTERM_CC_FAT	GO:0030141~secretory granule	5	22.727272727272727	0.011025289226022958	DIAPH1, GLIPR1, SERPINA1, PGAM1, HP	19	886	17627	5.23553522632767	0.7236359083035893	0.18270479288838046	0.17640462761636733
GOTERM_CC_FAT	GO:0044433~cytoplasmic vesicle part	6	27.27272727272727	0.019666834931285807	DIAPH1, GLIPR1, SERPINA1, PGAM1, HP, CD1B	19	1609	17627	3.4595531713061396	0.9001498668310598	0.2686812057804682	0.25941633661562447
GOTERM_CC_FAT	GO:0099503~secretory vesicle	5	22.727272727272727	0.020845955620898395	DIAPH1, GLIPR1, SERPINA1, PGAM1, HP	19	1070	17627	4.335218888342351	0.9131602501728424	0.2686812057804682	0.25941633661562447
GOTERM_CC_FAT	GO:0034774~secretory granule lumen	3	13.636363636363635	0.04198191742459309	SERPINA1, PGAM1, HP	19	322	17627	8.64351095129127	0.9930920378548532	0.4176395802692663	0.403238215432395
GOTERM_CC_FAT	GO:0060205~cytoplasmic vesicle lumen	3	13.636363636363635	0.04655855211813228	SERPINA1, PGAM1, HP	19	341	17627	8.161907701805832	0.9960362413668579	0.4176395802692663	0.403238215432395
GOTERM_CC_FAT	GO:0031983~vesicle lumen	3	13.636363636363635	0.04680443571983157	SERPINA1, PGAM1, HP	19	342	17627	8.138042474607571	0.996153077202213	0.4176395802692663	0.403238215432395
