Annotation Cluster 1	Enrichment Score: 3.0917793831052887
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_FAT	GO:0005576~extracellular region	19	61.29032258064516	4.216445280519333E-5	H2AZ1, H2AW, IL15RA, EDN1, COL15A1, CNTN5, RARRES2, IGKV1-5, WNT5A, SECTM1, GNS, ALAD, SVBP, NAMPT, ADSS2, FGF12, STX1A, HDGFL3, S100A10	29	4778	17627	2.417062398060074	0.007853914476942947	0.007884752674571152	0.007673930410545186
GOTERM_CC_FAT	GO:0005615~extracellular space	11	35.483870967741936	8.489646774234201E-4	ALAD, IL15RA, EDN1, COL15A1, RARRES2, WNT5A, NAMPT, IGKV1-5, SECTM1, FGF12, S100A10	29	2065	17627	3.237822493111797	0.14685334870961775	0.048618571715269954	0.04731860990470124
GOTERM_CC_FAT	GO:0044421~extracellular region part	15	48.38709677419355	0.0012305697766970907	H2AZ1, H2AW, IL15RA, EDN1, COL15A1, RARRES2, IGKV1-5, WNT5A, SECTM1, GNS, ALAD, NAMPT, ADSS2, FGF12, S100A10	29	3948	17627	2.3093753275338016	0.20567156068872694	0.048618571715269954	0.04731860990470124
GOTERM_CC_FAT	GO:0070062~extracellular exosome	11	35.483870967741936	0.0014864312218596694	ALAD, H2AZ1, H2AW, COL15A1, WNT5A, NAMPT, IGKV1-5, SECTM1, ADSS2, GNS, S100A10	29	2218	17627	3.014474052423743	0.24283147611863254	0.048618571715269954	0.04731860990470124
GOTERM_CC_FAT	GO:1903561~extracellular vesicle	11	35.483870967741936	0.0020662647729737874	ALAD, H2AZ1, H2AW, COL15A1, WNT5A, NAMPT, IGKV1-5, SECTM1, ADSS2, GNS, S100A10	29	2315	17627	2.88816563640426	0.3207671346819714	0.048618571715269954	0.04731860990470124
GOTERM_CC_FAT	GO:0043230~extracellular organelle	11	35.483870967741936	0.0020799388969099447	ALAD, H2AZ1, H2AW, COL15A1, WNT5A, NAMPT, IGKV1-5, SECTM1, ADSS2, GNS, S100A10	29	2317	17627	2.885672614706889	0.3225053548620951	0.048618571715269954	0.04731860990470124

Annotation Cluster 2	Enrichment Score: 1.3286677216842062
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_FAT	GO:0030141~secretory granule	6	19.35483870967742	0.011887473508963424	ALAD, EDN1, RARRES2, SPACA1, GNS, STX1A	29	886	17627	4.116213902078306	0.8931442915106109	0.22229575461761603	0.21635201786313432
GOTERM_CC_FAT	GO:0099503~secretory vesicle	6	19.35483870967742	0.024987934970401336	ALAD, EDN1, RARRES2, SPACA1, GNS, STX1A	29	1070	17627	3.408378988076055	0.9911921868774635	0.42479489449682273	0.4134367422375494
GOTERM_CC_FAT	GO:0044433~cytoplasmic vesicle part	7	22.58064516129032	0.03759589654773469	ALAD, IL15RA, RARRES2, WNT5A, SPACA1, GNS, STX1A	29	1609	17627	2.644371102205268	0.9992275930850182	0.5858693878688656	0.5702044309739761
GOTERM_CC_FAT	GO:0034774~secretory granule lumen	3	9.67741935483871	0.09218095655290344	ALAD, RARRES2, GNS	29	322	17627	5.662989933604626	0.9999999860084123	0.9728165929087509	0.9468054540609233
GOTERM_CC_FAT	GO:0060205~cytoplasmic vesicle lumen	3	9.67741935483871	0.1015382593337149	ALAD, RARRES2, GNS	29	341	17627	5.34745677014865	0.9999999979843135	0.9728165929087509	0.9468054540609233
