Annotation Cluster 1	Enrichment Score: 9.12251749338173
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_FAT	GO:0005576~extracellular region	34	73.91304347826086	1.669840431150585E-11	CFD, H2AW, COL15A1, PGLYRP2, CLIC3, IHH, SECTM1, METRNL, CHRDL1, GNS, FSTL3, SGSH, H2AC11, ALAD, CA1, H2BC21, NAMPT, A2M, S100A10, H2AZ1, MYOC, CNTN5, CTRB2, GZMA, H2AC1, DLK1, ASPN, H2BC12, GZMM, BLVRB, MNDA, TGFBI, HDGFL3, PPIC	44	4778	17627	2.850745842688078	2.2208899164155582E-9	2.2208877734302783E-9	2.0372053260037138E-9
GOTERM_CC_FAT	GO:0070062~extracellular exosome	23	50.0	1.0508802090849632E-9	H2AZ1, CFD, H2AW, COL15A1, PGLYRP2, CLIC3, MYOC, SECTM1, H2AC1, METRNL, GNS, SGSH, H2AC11, ALAD, CA1, H2BC21, NAMPT, BLVRB, MNDA, TGFBI, A2M, PPIC, S100A10	44	2218	17627	4.154244200344291	1.39767051710038E-7	4.612485851188998E-8	4.2310020589853964E-8
GOTERM_CC_FAT	GO:1903561~extracellular vesicle	23	50.0	2.387910470316361E-9	H2AZ1, CFD, H2AW, COL15A1, PGLYRP2, CLIC3, MYOC, SECTM1, H2AC1, METRNL, GNS, SGSH, H2AC11, ALAD, CA1, H2BC21, NAMPT, BLVRB, MNDA, TGFBI, A2M, PPIC, S100A10	44	2315	17627	3.980178676614962	3.175920364473228E-7	4.612485851188998E-8	4.2310020589853964E-8
GOTERM_CC_FAT	GO:0044421~extracellular region part	29	63.04347826086957	2.3987493046978255E-9	CFD, H2AW, COL15A1, PGLYRP2, CLIC3, IHH, SECTM1, METRNL, GNS, FSTL3, SGSH, H2AC11, ALAD, CA1, H2BC21, NAMPT, A2M, S100A10, H2AZ1, MYOC, CTRB2, H2AC1, DLK1, ASPN, H2BC12, BLVRB, MNDA, TGFBI, PPIC	44	3948	17627	2.9427040158423137	3.190336077540934E-7	4.612485851188998E-8	4.2310020589853964E-8
GOTERM_CC_FAT	GO:0043230~extracellular organelle	23	50.0	2.4276241322047357E-9	H2AZ1, CFD, H2AW, COL15A1, PGLYRP2, CLIC3, MYOC, SECTM1, H2AC1, METRNL, GNS, SGSH, H2AC11, ALAD, CA1, H2BC21, NAMPT, BLVRB, MNDA, TGFBI, A2M, PPIC, S100A10	44	2317	17627	3.976743045474163	3.228739537952663E-7	4.612485851188998E-8	4.2310020589853964E-8

Annotation Cluster 2	Enrichment Score: 1.5330933749547766
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_FAT	GO:0030527~structural constituent of chromatin	9	19.565217391304348	1.614012646250794E-10	H2BC12, H2AZ1, H2AC11, H2AW, H2BC21, H2BU1, H2AC1, H1-10, H1-2	45	99	16812	33.96363636363636	3.115043611945367E-8	3.131184533726541E-8	3.082764154339017E-8
GOTERM_CC_FAT	GO:0000786~nucleosome	9	19.565217391304348	1.4026144611587156E-9	H2BC12, H2AZ1, H2AC11, H2AW, H2BC21, H2BU1, H2AC1, H1-10, H1-2	44	139	17627	25.939012426422497	1.865477070595034E-7	4.612485851188998E-8	4.2310020589853964E-8
GOTERM_CC_FAT	GO:0044815~DNA packaging complex	9	19.565217391304348	2.188412298387458E-9	H2BC12, H2AZ1, H2AC11, H2AW, H2BC21, H2BU1, H2AC1, H1-10, H1-2	44	147	17627	24.527365491651206	2.910587991733493E-7	4.612485851188998E-8	4.2310020589853964E-8
GOTERM_CC_FAT	GO:0032993~protein-DNA complex	9	19.565217391304348	1.0103878714727648E-7	H2BC12, H2AZ1, H2AC11, H2AW, H2BC21, H2BU1, H2AC1, H1-10, H1-2	44	240	17627	15.023011363636364	1.3438069073501424E-5	1.6797698363234716E-6	1.5408415039959664E-6
GOTERM_BP_FAT	GO:0006342~chromatin silencing	6	13.043478260869565	3.6481987126389145E-6	H2AZ1, H2AC11, H2AW, H2AC1, H1-10, H1-2	44	105	19176	24.903896103896102	0.004408231797028539	0.0029006547296432862	0.002891065788388267
GOTERM_BP_FAT	GO:0045814~negative regulation of gene expression, epigenetic	6	13.043478260869565	4.794470627509564E-6	H2AZ1, H2AC11, H2AW, H2AC1, H1-10, H1-2	44	111	19176	23.557739557739556	0.005789294920703791	0.0029006547296432862	0.002891065788388267
GOTERM_MF_FAT	GO:0005198~structural molecule activity	12	26.08695652173913	1.4044564089356266E-5	H2BC12, H2AZ1, H2AC11, H2AW, COL15A1, H2BC21, H2BU1, TGFBI, H2AC1, H1-10, ASPN, H1-2	45	896	16812	5.003571428571428	0.002706949491013577	0.0013623227166675578	0.0013412558705335235
GOTERM_BP_FAT	GO:0034728~nucleosome organization	6	13.043478260869565	5.102241287666536E-5	H2BC12, H2AW, H2BC21, H2BU1, H1-10, H1-2	44	181	19176	14.447011551983925	0.059919452291262054	0.020579039860255027	0.020511009976419473
GOTERM_BP_FAT	GO:0006333~chromatin assembly or disassembly	6	13.043478260869565	8.78433771448227E-5	H2BC12, H2AW, H2BC21, H2BU1, H1-10, H1-2	44	203	19176	12.881325570980742	0.100919767683459	0.026572621586308867	0.026484778209164044
GOTERM_BP_FAT	GO:0006334~nucleosome assembly	5	10.869565217391305	2.4103175093908227E-4	H2BC12, H2BC21, H2BU1, H1-10, H1-2	44	136	19176	16.022727272727273	0.2531751804653859	0.05832968372725791	0.05813685832650664
