	cohenD	fc_case_control	coeff	pval	drug_adj_pval	pred_pval	bdmard_pval	csdmard_pval	drug_effect
aa_A1BG	0.694638176275948	0.205259244922262	150.72873931734	0.0892640040789437	0.0892640040789437	0.539763286137935	0.891528315533315	0.379442091853624	0
aa_AAK1	0.0120412609662729	0.0028186784964177	4.7952457259602	0.975763212197562	0.975763212197562	0.529371970950246	0.966167311900855	0.399702039606941	0
aa_AARS	0.00358600657190562	0.000421753318652813	0.335176280739013	0.992780968711119	0.992780968711119	0.732050922057909	0.806013507003646	0.213109786612502	0
aa_ABCF1	-0.423627229754607	-0.0787974949401374	-59.647248932181	0.290858179744534	0.290858179744534	0.588339835470274	0.24164142516826	0.24427234381409	0
aa_ABCF3	-0.61605562376266	-0.286575314472807	-316.477243590354	0.129358027262933	0.129358027262933	0.577271424230553	0.870085715529109	0.469859853646539	0
aa_ABI1	-0.546305273393789	-0.165432027859899	-95.6454326929493	0.176446370739192	0.176446370739192	0.105332735930166	0.32181333774011	0.47939753012022	0
aa_ABL2	-0.214886077801027	-0.0640047859182129	-93.1881944436222	0.588851707708616	0.588851707708616	0.903659184423814	0.911029806695015	0.478819942986792	0
aa_ABT1	0.153084262752726	0.0392743658623234	43.4753472235247	0.699764819424929	0.699764819424929	0.599629883068198	0.322582138822131	0.710842764592778	0
aa_ACAT2	0.00274444596468579	0.00204019694927116	1.66642628249993	0.994475090884385	0.994475090884385	0.458657220333433	0.799602524585525	0.339154177960264	0
aa_ACPP	0.460079302181514	0.108743891924521	46.239503205513	0.252316003745327	0.252316003745327	0.835337873942835	0.413089944670855	0.655382644572163	0
aa_ACRBP	0.656714384804159	0.363018682547313	342.810016025802	0.107056085632265	0.107056085632265	0.0613650300727952	0.220413874726399	0.0727939393351581	0
aa_ACSL6	-0.471851479204501	-0.12135323308803	-90.0599091882057	0.240713746507174	0.240713746507174	0.921922354997386	0.698205055749187	0.984311153950693	0
aa_ACTA1	-0.447439948467852	-0.0825226411972508	-48.5877403854166	0.265228831722909	0.265228831722909	0.477856391662356	0.565223489622932	0.630399870855688	0
aa_ACTB	0.424032437592683	0.0689223888637052	58.6120993590389	0.290407706886803	0.54643312114637	0.75262312999567	0.99594593472476	0.0446145053658435	1
aa_ACTL7B	0.0909153366142958	0.0137412666358012	13.9760683753209	0.818666438711046	0.818666438711046	0.984090453256176	0.814726379316301	0.87873177857484	0
aa_ACTL8	-0.70706941764771	-0.208546910244498	-151.518750001249	0.0840111364792148	0.0840111364792148	0.586735471772399	0.857780668156158	0.311579457430116	0
aa_ACTR2	-0.15962801602176	-0.0333927828966234	-36.5769497849061	0.687634527448418	0.687634527448418	0.920081032297684	0.972921490458268	0.506902730174539	0
aa_ACVR1	-0.330978920125089	-0.0356971416582648	-28.4707799124993	0.407094697579511	0.407094697579511	0.370957175680345	0.950868031784704	0.0579200375431043	0
aa_ACVR1C	-0.258019013901822	-0.0392906588396755	-31.4942841883659	0.51691296849337	0.51691296849337	0.290796110479875	0.657699489525576	0.247398140802298	0
aa_ACVR2A	0.709697437436641	0.696872814128836	547.885576923495	0.0829353548696036	0.0829353548696036	0.281379327261585	0.776295475243411	0.998677522194571	0
aa_ADAM2	-0.0925164585285246	-0.0251170877292365	-29.5488782056714	0.815533551843836	0.815533551843836	0.396619971594317	0.258853472762547	0.585940744864464	0
aa_ADAM29	0.495917362545781	0.102692230893468	69.8588408137827	0.218247175457034	0.218247175457034	0.672110974511467	0.136564028853924	0.170405427091644	0
aa_ADCK1	-0.369694275734155	-0.0396660649550251	-25.9443643155137	0.355308502617014	0.355308502617014	0.22664645742203	0.0759823473519022	0.804454159076414	0
aa_ADD1	0.0982747736078439	0.0167640763926288	19.1704861109624	0.80429261946556	0.80429261946556	0.0535405820447867	0.962416762962431	0.369435004985413	0
aa_ADSL	-0.0980063383720468	-0.0270825270568286	-20.9775106823723	0.804815703075185	0.804815703075185	0.535317901789207	0.949874174739989	0.322319510400957	0
aa_AFF4	-0.566344281148316	-0.580537902684085	-1230.69756944529	0.161695272850275	0.161695272850275	0.182400470707722	0.543845022813632	0.593444949256892	0
aa_AFP	0.218186352808408	0.0266153436866779	22.5951655991659	0.583177311829813	0.583177311829813	0.594570555449671	0.423314845173637	0.614648906023983	0
aa_AGR2	0.0155167667526352	0.00336935240867347	3.75301816224401	0.968771049202187	0.968771049202187	0.809806149632908	0.108288957880776	0.0750899946626034	0
aa_AHSG	0.609758127982335	0.11866606611526	100.646394231378	0.133134274136982	0.133134274136982	0.750816364355587	0.884839723658846	0.693801630200559	0
aa_AICDA	-0.0510557144999264	-0.00976446892445434	-8.12732371855738	0.897519138735399	0.897519138735399	0.561120483815205	0.782840517085765	0.152553753413289	0
aa_AIF1	0.1963020968318	0.0270708445132872	19.3734241439114	0.621299879550397	0.621299879550397	0.757738800010026	0.335394357549047	0.984173699432338	0
aa_AIFM2	0.0878374510940462	0.0156678952511272	8.80133547006409	0.824697496624695	0.824697496624695	0.278624929756515	0.245975592134448	0.345020414449606	0
aa_AIFM3	0.196109513156678	0.0358135527712119	27.4033920922126	0.621640433684827	0.621640433684827	0.464827297004517	0.536023301186419	0.50659038249648	0
aa_AIM2	0.434224306233532	0.0745879739830506	54.1744658128505	0.279241254393082	0.279241254393082	0.119555736869324	0.972594093243141	0.788274725091533	0
aa_AK1	0.13255144603173	0.0347158359481315	22.3609508564426	0.738345731632539	0.738345731632539	0.781744632423386	0.442559845554603	0.597253130238833	0
aa_AK2	0.231271132804724	0.0366839892043062	38.1462339756732	0.56095047307891	0.56095047307891	0.243554718463156	0.122565523781253	0.862532404655774	0
aa_AK3	0.687067297536679	0.179987037895566	192.468643160992	0.0925990079942255	0.0925990079942255	0.596150753615196	0.537520767918874	0.44763920875258	0
aa_AK4	0.504120868608032	0.163600918889199	134.567815172212	0.210966110229906	0.210966110229906	0.249393745762378	0.0532143644262528	0.636676415188897	0
aa_AK7	-0.35486738291332	-0.287771238965694	-249.142120727852	0.374597251129223	0.374597251129223	0.663531862515858	0.634096773778885	0.0824432237580098	0
aa_AK9	0.548059924360351	0.154380664419143	158.970005342598	0.175113485660079	0.175113485660079	0.752216161036232	0.76329452286793	0.556126826900503	0
aa_AKAP3	-0.26739197152324	-0.0406993209877533	-44.0066773506432	0.501943278963182	0.501943278963182	0.773301898189141	0.267114983101446	0.293568451301024	0
aa_AKAP4	0.527621192110201	0.16328053534411	146.772222223366	0.191142396057617	0.191142396057617	0.956189479837294	0.278048222066401	0.665846724540748	0
aa_AKT1	-0.412793298365786	-0.263662540601558	-55.495245725949	0.303087951706178	0.303087951706178	0.775013777271951	0.676573851121076	0.466398876764034	0
aa_AKT3	0.0329510266310113	0.00402346484515028	2.11233974381404	0.933746125809328	0.933746125809328	0.627270718940954	0.821936697712357	0.151019413435903	0
aa_ALDOA	0.0652874036509406	0.0728679751729269	53.8494123943266	0.869196519756414	0.869196519756414	0.401389884776306	0.836440829254791	0.281165499658733	0
aa_ALOX15	0.0542814037182634	0.00870288801565005	8.67524038506394	0.891086065998164	0.891086065998164	0.276702115798822	0.233776444011748	0.997985151298153	0
aa_ALOX15B	0.103439654105544	0.0262946359086682	25.1317307692922	0.794246550764598	0.744360022215056	0.813555657170952	0.729942952558605	0.0259818997562557	1
aa_ALPK1	-0.108479228266957	-0.0159475348965444	-10.4284188032689	0.784479062572258	0.784479062572258	0.421678817820175	0.977212145676879	0.402601582323942	0
aa_ALX1	-0.28997622791217	-0.123138076534237	-147.188648505897	0.466896425339401	0.466896425339401	0.487493577458999	0.400781657576999	0.472407395019906	0
aa_AMD1	-0.572762212577827	-0.342681812523702	-85.3380876065227	0.157185728053446	0.157185728053446	0.625749413083793	0.454340146693561	0.414999547127854	0
aa_AMOTL2	1.29519920575884	0.44514665021309	814.1284989325	0.00299633544850442	0.0109450302060311	0.0189896562559709	0.407243978971082	0.409336866022429	1
aa_AMT	-0.0873033688936972	-0.0131910496200519	-11.8967414520511	0.82574515345208	0.82574515345208	0.128257151841654	0.469086558856995	0.455127572143624	0
aa_ANKRD13A	0.160490527651305	0.0221487189490167	13.6529914525318	0.686041943413501	0.686041943413501	0.6529180999318	0.141528846710617	0.886356031295415	0
aa_ANKRD45	0.0551072407078676	0.0238667395383355	18.6049946580126	0.889440285487004	0.889440285487004	0.118886602783183	0.673369323786863	0.928318529019947	0
aa_ANXA1	-0.282961987230926	-0.0454026863290309	-32.333733974872	0.477624377231946	0.477624377231946	0.216589342203049	0.317850592470799	0.257727429623969	0
aa_ANXA11	-0.0446336662146467	-0.0123233102533423	-10.0780181621166	0.910347706659336	0.910347706659336	0.494492720908172	0.489573053135067	0.532932152618637	0
aa_ANXA2	0.033255319048571	0.00613454292140501	4.93517628224394	0.933135810372572	0.933135810372572	0.265715061715934	0.710389044923936	0.442052244897804	0
aa_AP2M1	-0.807178053425003	-0.114100255838993	-108.613648505577	0.0506170035939484	0.0506170035939484	0.20243513497284	0.401646272296075	0.0874784299189156	0
aa_APCS	0.561085145021972	0.13733235334158	160.069951922596	0.165467519226023	0.165467519226023	0.894985992095271	0.863151237822213	0.724011687181179	0
aa_APEX1	-0.588676010591661	-0.114478681806136	-102.996634615514	0.146440620569168	0.146440620569168	0.973832176848971	0.410449249771737	0.746054624526108	0
aa_API5	-0.352668773934765	-0.115624212746191	-151.713915598331	0.377515115472552	0.377515115472552	0.482376138013252	0.368752732716296	0.545357082487136	0
aa_APOBEC3G	-0.106188051835831	-0.0392921405362101	-57.9593215820831	0.788915355614031	0.788915355614031	0.85636752006746	0.546221670196666	0.112714740113567	0
aa_APP	-0.33274087052201	-0.119164920633514	-91.059535256281	0.404638215709097	0.404638215709097	0.715780991598229	0.127411322918001	0.908160040433381	0
aa_APPL1	0.360855298474697	0.194420379686385	148.201175215448	0.366725856385995	0.366725856385995	0.590035837499111	0.296449155039399	0.746846979623823	0
aa_AR	-0.179069183264959	-0.047764565230137	-42.9029914512182	0.652107630817709	0.652107630817709	0.626630014442676	0.634120000568148	0.128077997246555	0
aa_ARAF	-0.517727039664604	-0.16810383743465	-110.188274572403	0.199303841154247	0.199303841154247	0.245135864501137	0.436231324383808	0.919502594566776	0
aa_AREG	0.249700736653158	0.168253761605793	206.258226493719	0.530401643295869	0.530401643295869	0.434893300363496	0.193945390331389	0.557402550746519	0
aa_ARHGDIA	0.726416768699308	0.235717839396703	53.9427884613109	0.0763655771289094	0.0763655771289094	0.208623340461198	0.128882190729755	0.832885072272401	0
aa_ARHGDIB	0.419494486034736	0.0602259857978111	38.1213141030448	0.29548113608412	0.0963927997062661	0.187632726563343	0.0100919960655339	0.819823388203026	1
aa_ARHGDIG	0.593383662742296	0.132317682718014	48.8284455129617	0.143378963194301	0.143378963194301	0.68557691130867	0.112627074326451	0.649540580030058	0
aa_ARIH2	-0.3897098425079	-0.735204288583857	-645.501762822532	0.330345164837067	0.0757431714658353	0.0416421934606916	0.191106532287963	0.554055443610327	1
aa_ARL1	0.316593127286023	0.0544030788255382	32.0081730766025	0.427503162843376	0.427503162843376	0.571311406230044	0.27677064086096	0.144456025086659	0
aa_ARMC3	-0.000228418272400403	-4.43388439669997e-05	-0.0328525639427	0.99954016188923	0.99954016188923	0.705570214538967	0.19502974119687	0.707192104806641	0
aa_ARNT	-0.456676062061835	-0.210644040027692	-188.811057692147	0.255746199243837	0.255746199243837	0.855817299365035	0.545630326804902	0.635499557325729	0
aa_ARRB1	-0.838450243047302	-0.195765646983898	-113.21423611109	0.0429364659487531	0.121325408214254	0.029740158689522	0.42904407251427	0.51998487961774	1
aa_ARX	0.476899309982108	0.189497295724011	221.033466878589	0.235862942994454	0.235862942994454	0.973000958603854	0.781575538910363	0.20859594088151	0
aa_ASB1	0.523406279148577	0.110664396270819	68.6867254282372	0.194586657230892	0.194586657230892	0.285353107560434	0.483681976153353	0.795994037394156	0
aa_ASCL1	0.0209054919696973	0.00813052285892244	27.017094007694	0.957935047876792	0.957935047876792	0.755050818548813	0.0524550204370975	0.457273412886204	0
aa_ASNA1	0.297418038642518	0.592275781653582	573.824011752566	0.455671419818844	0.455671419818844	0.303891347881603	0.3347887434103	0.132381945215684	0
aa_ASPSCR1	-0.565295821402296	-0.0763665100858194	-59.5294604691345	0.162441748477313	0.162441748477313	0.867609440938501	0.104474118666398	0.705098838064383	0
aa_ATF1	-0.165512723368895	-0.0568633327150662	-38.9002136740062	0.676798349462935	0.676798349462935	0.607930418315905	0.65319004475884	0.630912269604169	0
aa_ATF2	-0.108667624387056	-0.0355678842443558	-54.4752938050323	0.784114609253099	0.784114609253099	0.95252317648447	0.787675046177828	0.434787227613849	0
aa_ATF3	-0.109826076456546	-0.0239340632489967	-20.9593482916669	0.781874687213016	0.781874687213016	0.4393334848825	0.73880588281756	0.808760044693308	0
aa_ATF4	0.230889693040962	0.0463637740429571	31.2004273493275	0.561592203751161	0.561592203751161	0.566543908938178	0.0815199589092889	0.660018888908827	0
aa_ATF5	-0.583482519445684	-0.124747137827667	-121.113514958205	0.149879723353511	0.149879723353511	0.939860906523337	0.873190583545466	0.205369056585761	0
aa_ATG12	-0.73025799483665	-0.0926868635766385	-44.9497329061859	0.0749215120540754	0.0749215120540754	0.94138907393459	0.228903444100592	0.656228099167973	0
aa_ATG7	-0.180368517517557	-0.0437282757375703	-32.9154113250012	0.649761709755009	0.649761709755009	0.149775682669472	0.129693117202736	0.805018845535385	0
aa_ATIC	-0.510604038990674	-0.144468454135004	-87.186084401186	0.205345234859925	0.205345234859925	0.825095165922832	0.940398944550131	0.989987138857983	0
aa_ATP5B	-0.389236732101169	-0.275055441811787	-256.181356835001	0.330920965315877	0.058488243566992	0.0230844905447913	0.186249974172751	0.86157695897501	1
aa_ATXN3	0.227387548086627	0.166877750131988	137.105929488237	0.567501766773647	0.567501766773647	0.694078607568946	0.962756581742087	0.275980426187142	0
aa_AURKA	-0.423029816775751	-0.442633905176382	-108.213969017179	0.29152323988785	0.29152323988785	0.587179079225485	0.522262525974856	0.582957465070094	0
aa_AURKB	-0.578599070609274	-0.149108530953863	-98.3478632475954	0.153172995911264	0.153172995911264	0.135786293996268	0.29725451701361	0.727502267491417	0
aa_AXIN1	0.352412393432806	0.0835207022257602	70.0672008557395	0.377856336051644	0.377856336051644	0.805125031185343	0.845495246508377	0.299181559308931	0
aa_AXL_int	-0.273320919175856	-0.0552026413918102	-59.5236645308989	0.492601407143595	0.492601407143595	0.624036848022442	0.19076839351608	0.138566736323647	0
aa_BACH1	0.24563177245141	0.132626281273406	121.842387820737	0.537068385626358	0.537068385626358	0.383648331123763	0.471850164262929	0.864704818510047	0
aa_BAD	-0.280346870999292	-0.134489788960696	-48.6244391027307	0.481660504816277	0.481660504816277	0.421771618848416	0.143533188271298	0.960401574263818	0
aa_BAG3	0.100875738887703	0.0198289471044394	12.6064636737181	0.799229135647295	0.799229135647295	0.353495699939942	0.0849282018521711	0.903544791340209	0
aa_BAG4	0.647388240376747	0.244863643736082	264.050667736217	0.111863649244831	0.111863649244831	0.275204029209463	0.548181896872856	0.547068088388048	0
aa_BAGE2	0.148390402223061	0.0389704412689774	13.2241987189872	0.70851661993575	0.70851661993575	0.713946983043577	0.378410279278126	0.384403019100162	0
aa_BANK1	0.301941038069159	0.41331553465953	489.423504272213	0.44892864750689	0.44892864750689	0.64890484711757	0.518459720910109	0.128288352373696	0
aa_BASP1	0.215854400739069	0.0489374826523879	19.1653044886218	0.587183993236794	0.587183993236794	0.202002777648784	0.138071722897416	0.179786184087844	0
aa_BATF	0.322298352818825	0.188970360181216	634.817868591218	0.419334566788071	0.419334566788071	0.0918469005795663	0.840736511902457	0.162710058157755	0
