	crp	esr	das28crp	rf_tit	acpa_tit
AAK1	0.2775413081305788	0.1808956915114756	0.5040451898139	0.0813714930545762	-0.115858988276345
ADAM2	0.1285580951081036	0.0667035706180403	-0.2738513235996779	0.4723515938290038	-0.1662324614399732
ADAM29	0.0411506052098369	-0.0043920046497475	-0.0186231111923972	0.4897174612491877	-0.1094960232451498
AFP	-0.0187753987019726	-0.0494168147886222	-0.5070229007633588	0.1801310385209251	0.0210796665867585
AK2	-0.2216726032471506	0.0527040557969701	-0.5916654014896052	0.0411819141678648	0.1243429416512718
AR	0.2123611524332459	0.0145485154022886	-0.1520378585871121	0.5070833286693717	-0.104458675928787
ASB1	0.5509452995106848	0.221002977249116	0.1016793893129771	0.1432860533689177	-0.0666859892650286
BRDT	0.081099732895299	-0.0123525130774148	-0.1611967657309141	0.4929425509129362	-0.1402503542292597
C6	0.473348562590738	0.0903353213044243	0.1476335877862595	0.0390828291938218	-0.2236814763149035
CAMK1	-0.102125589571858	0.1259956333896317	-0.5223630041015039	0.2309660366884467	0.0882861398078326
CAMK4	-0.4912249443578905	-0.0199067197403366	0.1360513071289024	-0.4747012841128958	-0.1726338364920002
CCT5	-0.0177217934845283	-0.0214110226675191	-0.6047931683957214	0.1964823856683671	0.123282447479406
CD96	0.1600968801229421	-0.0181170191802084	-0.1929476438294275	0.5165105138403286	0.1063145407295522
CHI3L1	0.1012244814285769	0.1386226467576558	-0.200274769544469	0.4855000363042858	-0.268835272567995
CT47A1	0.079927790799955	0.0995472287734626	-0.542913892154226	0.0084379679417454	0.0526445939286941
CYP1B1	0.0291394187854615	0.325601901885033	-0.1778625954198473	0.4920108118278163	-0.0079545911648145
DGKA	-0.0249306586307771	0.0282735299327496	-0.2714089483613308	0.5098122506925434	0.0564713146518569
DUSP6	-0.1456791498304445	-0.0839970889264211	-0.0131277669061161	-0.4862442877651509	-0.1497948017760524
DYNC1LI2	0.4874995055150751	0.3082638263541534	0.056785224291572	0.2947235785025506	0.1572182609791134
E6	-0.0291358299660889	-0.1734841836650267	-0.6463135474476235	0.286288728612747	0.1309710302254334
EGFR_ext	0.0793072841171323	0.0996572431570548	-0.2458015267175572	0.4720376043885126	-0.0430873688094121
ETNK2	-0.1661042677448161	-0.1353286432703452	-0.5541138822000173	0.1483541245324287	0.1961914217951837
FGFR1_int	0.1569623331484911	-0.0068634464984197	-0.1996641757348822	0.507145788893624	-0.056875326828424
GLS2	-0.3333008777574181	0.1721352381803673	-0.6021374045801527	0.1312525060297099	-0.1056634859726199
GRB7	0.2366910723018356	0.0433710459162566	-0.0644176469114069	0.4907097965303411	0.1052540465576864
