	crp	esr	das28crp	rf_tit	acpa_tit
A1BG	0.144044858841534	0.3806467428023595	0.027175572519083972	0.20432219038840482	0.20774740592107338
AAK1	0.2775413081305788	0.18089569151147564	0.5040451898139	0.08137149305457628	-0.115858988276345
AARS	0.04611237921204477	-0.11434501866367308	-0.01465648854961832	0.21933311026514857	0.04693208787240585
ABCF1	0.2117604136710585	0.2437562580609869	0.09952679096264774	0.2882733991750538	0.03791266664420443
ABCF3	-0.0453557765451487	-0.03486153690737088	-0.042436269766282314	-0.03994149506642311	0.1330920185691652
ABI1	-0.2784424162738599	-0.054625557831234677	0.09647382191471376	-0.3951975257193293	-0.30913405109889763
ABL2	0.10123694980103642	-0.039807989690834565	-0.010381679389312977	0.22913362820120442	-0.27058867612310833
ABT1	0.09251376937685961	0.15921016855334733	0.10257976001058172	0.14612137014983362	0.16331610246734216
ACAT2	-0.1132392566723249	-0.20148321330716712	0.0036635628575207753	-0.14463286722810356	0.02518673658181413
ACPP	0.06491177043763782	-0.02869706319124647	-0.22262941166547667	0.02122162321238215	0.26537420630423486
ACRBP	0.1543898618821618	0.1339561418172991	-0.07601892929355608	0.2545339996158392	-0.0029163589726311097
ACSL6	0.0922133999957659	-0.07219357643022473	0.42680507290117037	-0.25180507759266746	-0.16278585538140922
ACTA1	0.2526106494998017	0.013999514821070194	0.2894214657441413	0.08310807979659467	0.022005254066216555
ACTB	0.07569308403561241	-0.12434863164597643	0.10074797858182133	-0.06772688293871745	-0.18532135653355872
ACTL7B	0.1393713928274768	0.15179866070689838	0.04945809857653047	0.13694226879916496	0.08616515146410098
ACTL8	-0.06984448317133818	0.02470840739431111	-0.34529079932133305	0.4034339788361217	0.17221689871823503
ACTR2	0.0747919758923313	0.050233553181487166	0.04121508214710873	0.1617506508279992	-0.021740130523250092
ACVR1	0.02943982516469308	0.1725470449702726	0.15206106870229008	-0.04044264363486337	-0.11507641885098384
ACVR1C	0.21106148220881843	0.15815545614391618	0.393587786259542	-0.030273683566007993	-0.05913570743120747
ACVR2A	-0.1396717622085705	-0.1561906653566459	0.15844909358777354	0.05780353012718376	0.18054913276016235
ADAM2	0.1285580951081036	0.06670357061804034	-0.27385132359967795	0.4723515938290038	-0.16623246143997325
ADAM29	0.041150605209836905	-0.004392004649747512	-0.018623111192397273	0.48971746124918775	-0.10949602324514986
ADCK1	-0.04100547076510822	0.048593201208811845	0.06564885496183206	0.1858376692178691	0.005568213815370185
ADD1	0.23765072231626386	0.1887706182273305	0.32117234384265464	0.1220873140530814	-0.011535440687253474
ADSL	-0.0965806509229472	-0.02965008887317333	0.20885496183206106	0.042055387092695344	0.1877283514896234
AFF4	0.036044325731244005	-0.06588006974621267	-0.22195084978480034	0.20268448117557566	-0.18956333322102215
AFP	-0.01877539870197263	-0.04941681478862222	-0.5070229007633588	0.18013103852092519	0.02107966658675856
AGR2	-0.08590564299279821	-0.16881767872467	-0.2543123216929005	0.38899543021212074	-0.2362250767831199
AHSG	0.2538121270241765	-0.051606054634533265	0.00457945357190097	0.13049208947166804	-0.11002627033108278
AICDA	0.21096325392232296	0.058500590695318315	-0.0913395544189894	0.465882886194635	-0.08912117273185698
AIF1	0.1117374097668564	0.458964485898615	-0.24851168050182595	0.211615498705956	0.01988426572248484
AIFM2	0.1793205205129389	0.26846128421581666	-0.29491681003042247	0.2840909629565556	-0.06668598926502865
AIFM3	0.1426754560195075	0.11885862583379203	-0.23721569502447024	0.3562483659340595	-0.06469014448381734
AIM2	0.3950343886895041	0.24914310789263702	0.1151145038167939	0.3066693713662032	-0.07517088650749751
AK1	0.18897889296704168	0.21252139419338734	-0.06123072296149255	0.08362484722741553	0.17475529684827676
AK2	-0.2216726032471506	0.05270405579697014	-0.5916654014896052	0.041181914167864826	0.12434294165127187
