	cohenD	fc_case_control	pval	padj
adenosine 5'-monophosphate (AMP)	-0.154547115947535	-0.14157077596727485	0.491519620272919	0.8277814557294715
5-methylthioadenosine (MTA)	0.0924579960501623	0.04921585169230813	0.680386136371944	0.9002751685927499
N6-methyladenosine	-0.352431586543964	-0.14670331383437848	0.119045163014834	0.6202277839667265
arachidonate (20:4n6)	-0.528626202554368	-0.2822046228921147	0.020562803054915	0.3643713369627968
arginine	-0.617861401254582	-0.27768547806362737	0.0071379626330391	0.2725621417354953
aspartate	-0.239342132385514	-0.12223531326133798	0.287753574202953	0.7309368440324019
3-(4-hydroxyphenyl)lactate	0.114300994386436	0.06930735008443473	0.610676247762017	0.8789156942736036
phenylpyruvate	0.0761873696446767	0.043623341224132	0.734230184096729	0.9168310150070385
beta-alanine	0.289678594009333	0.1449308213169374	0.198974904994414	0.6788179234696889
biliverdin	-0.0399875549514453	-0.030891629628084904	0.858535050575835	0.9660321179656662
succinate	0.264998416631524	0.1402941156516013	0.239572563849837	0.6978970799536184
3-hydroxybutyrate (BHBA)	0.0324864977744482	0.054791927590021536	0.884861396969167	0.9670635866239548
cholesterol	-0.425011953274287	-0.1514643303796482	0.0610342174858054	0.5222363286487058
choline phosphate	-0.442709203502968	-0.2537173921779088	0.0512471289986647	0.5020663420693201
cortisone	-0.359789207460903	-0.24786142330364552	0.111650852434317	0.6202175624754468
creatinine	-0.521865898153458	-0.14054732150113736	0.0221793525606269	0.374040500470516
cysteinylglycine	0.0539641255674862	0.025513731886434795	0.809928853602123	0.9537563969720894
cystine	-0.356363743583564	-0.1595248761157201	0.115046133061119	0.6202277839667265
sphingosine	0.283972100663931	0.2093255397621351	0.207873774029973	0.689760911209453
deoxycholate	0.1472669411318	0.18487907278694804	0.512093513081164	0.8308166399896746
cystathionine	0.151154763523212	0.17821554149598456	0.501049812711283	0.8296718336274073
sphinganine	0.155506660710282	0.1089404455988308	0.488842061630033	0.8270062844226612
flavin adenine dinucleotide (FAD)	-0.0976017304107373	-0.03391199606574352	0.663688416373223	0.8981803696071295
fumarate	-0.0253478676230415	-0.014456777398494321	0.910037117505564	0.9762885557870612
gamma-glutamylglutamate	-0.292901931670755	-0.1984770710269851	0.194075420347931	0.6729887819090845
gluconate	-0.27142319032323	-0.12141742713038926	0.228470931387309	0.6978970799536184
glycine	-0.367270433988028	-0.1665639102666444	0.104515668646296	0.6051772800510681
glycocholate	-0.019385681839085	-0.04585953107772321	0.931135801617867	0.9797292446814478
guanidinoacetate	-0.054766890256638	-0.025364759189018826	0.807157732648842	0.951633924358506
histidine	-0.222404237650267	-0.048709743516735196	0.322995734954361	0.7455897323614059
cortisol	-0.394155159840392	-0.2902280906205093	0.0818656080824077	0.57144348799628
hypotaurine	-0.0296115117034127	-0.025229316396565848	0.894987817908732	0.9728662066098848
inosine	-0.280525664869833	-1.312364950624203	0.213388869467198	0.6918812939184311
inosine 5'-monophosphate (IMP)	0.162411807532305	0.19223064538988954	0.469811936225858	0.8225585220059988
myo-inositol	-0.46969935151155	-0.2671120488308376	0.0389105955566564	0.487722447484369
isoleucine	0.104697146704866	0.030592821914772108	0.640933135805084	0.8910780767794464
2-aminoadipate	-0.0472475471266808	-0.032802149387767904	0.833206261196595	0.9567444189714148
citrulline	-0.62853399643018	-0.2503341640060542	0.0062445330428161	0.2650179823371152
leucine	-0.0664732197765508	-0.01908849631755118	0.767045105666505	0.9362296896950416
lysine	0.0881583041609938	0.016268248171261303	0.694467964949724	0.9036750217993532
malate	-0.211075935814726	-0.11680651639604211	0.34810476338933	0.7540463248299091
methionine	-0.0519096488810948	-0.015600157710239104	0.817031840129777	0.9547035048212482
palmitate (16:0)	-0.11817270006821	-0.06202914013765901	0.598663720080954	0.8738360026975167
nicotinamide	-0.152523388617839	-0.10305297308811318	0.49719294172279	0.8296718336274073
stearate (18:0)	-0.0999222431635938	-0.04575189058189126	0.656210248472031	0.8933232428330805
ornithine	0.690870472845316	0.22733559993024635	0.0027768510706346	0.1919951315638979
orotate	0.0147241800693265	0.02220163834820477	0.947666898923398	0.9827625323182854
palmitoleate (16:1n7)	-0.0632806573698602	-0.09272672361035407	0.77792676732274	0.9432696342611564
phenylalanine	0.512915605755036	0.12017689245326396	0.0244924080382489	0.374040500470516
phosphate	-0.184189352029315	-0.03463609113124213	0.412610347467945	0.7882068475072587
phytanate	-0.187905305877046	-0.184691140650303	0.403287438763897	0.7856062507902646
proline	0.0882689523705496	0.032068489422468295	0.69410420649711	0.9036750217993532
lactate	0.441657600728757	0.22689266951027798	0.051788798782992	0.5020663420693201
pyridoxal	-0.107777444160127	-0.12275802554956282	0.631158955166506	0.8910780767794464
retinol (vitamin A)	-0.528442303525364	-0.2757516257104898	0.0206053536453985	0.3643713369627968
salicylate	-0.578572549937374	-3.07792846393439	0.0115264250953369	0.3099729838270313
serine	0.0959230680937971	0.030230490954293896	0.669119554539285	0.8996979740238534
serotonin	-0.0248404186488659	-0.0295963641292589	0.91183055297027	0.9772244613146026
taurine	-0.21814569795986	-0.09579172483814022	0.332289991336267	0.7491975384624665
myristate (14:0)	0.0723562821223444	0.07512313363888895	0.747116638527301	0.9228064650494372
urea	-0.35413778114968	-0.19384209634932914	0.117296515394235	0.6202277839667265
uridine	-0.125433179891411	-0.050315448641811235	0.576436705582302	0.8695179284359077
2'-deoxyuridine	-0.222285344142851	-0.20042879659834362	0.323252852861684	0.7455897323614059
trans-urocanate	0.20825802059553	0.20988731730588067	0.354542124652051	0.7595613949987884
glutamate	-0.0466814336243453	-0.022586751890190045	0.835175359458353	0.9579687096057432
glutamine	-0.122127367476031	-0.023135292770512742	0.586507805077017	0.8695179284359077
threonine	0.0077138604176987	0.0030044892431075982	0.972568619347307	0.9893531209276056
tryptophan	-0.0396109807459233	-0.011129139384721683	0.859853148637383	0.9660321179656662
valine	-0.117344050743307	-0.035342304861996174	0.601225524947396	0.8738360026975167
glucose	-0.203500002305398	-0.056103667330524694	0.365584264418851	0.7679411339379235
alpha-ketobutyrate	-0.0189400921942665	-0.015838892658065925	0.932714804691345	0.9797292446814478
adenosine	-0.194603470474884	-0.11238774149571579	0.386810716196215	0.7810013786304953
betaine	0.0968272955432592	0.034143070924604585	0.666191804756585	0.8996979740238534
cysteine	-0.419630693160232	-0.1255944730888724	0.0643066077926674	0.5296681946852179
mannose	-0.0945294862164595	-0.05312581706478583	0.6736418030977	0.9002751685927499
dimethylglycine	0.148801844403159	0.07184079052978672	0.507718078058793	0.8307822567750192
alanine	0.0011476310327595	0.00027817290993011734	0.995918089480295	0.9977705193600273
tyrosine	0.167084060716795	0.05531110861897516	0.457175849628126	0.811143104440538
pseudouridine	-0.555342792675991	-0.22734605451948484	0.0151522317218641	0.3643713369627968
pyruvate	0.802683144155274	0.3298559630694752	0.0005763803124614	0.1528848778803863
uracil	-0.0961648061708083	-0.05175407702833193	0.668336339077023	0.8996979740238534
cytidine	-0.304034622317955	-0.6647106643744751	0.177847478206237	0.6639422038219278
caffeine	0.214080549626488	0.32024305081695686	0.341324872903035	0.7513396061205811
fructose	-0.0852735821440272	-0.08727340809281404	0.703976645179439	0.907556768572764
adenine	0.102808926651058	0.05626232235337079	0.646956375093411	0.8926147125801158
caprate (10:0)	0.560415098337148	0.4831948703832768	0.0142828420021826	0.3643713369627968
margarate (17:0)	-0.21640869650867	-0.20515558679136742	0.336131074987327	0.7508106748664294
arachidate (20:0)	0.199167888080962	0.07348264020996417	0.375826206987832	0.7785421299693278
maltose	-0.263711792887996	-0.2617641280930522	0.241841617637022	0.6978970799536184
asparagine	-0.0475941413447046	-0.014841124261155277	0.832001236619397	0.9567444189714148
N-stearoyl-sphinganine (d18:0/18:0)*	-0.0626098813539392	-0.05386380915533278	0.780218803836947	0.9432696342611564
dihydroorotate	0.253623554545913	0.27349503320597085	0.260168163452184	0.713557880517886
caproate (6:0)	0.28177450870814	0.11284647326827613	0.211378122704848	0.6918812939184311
caprylate (8:0)	0.374726957605984	0.24608167281177845	0.0977758833377356	0.5962081162145831
sucrose	-0.123863671202447	-0.22526968442137313	0.581207817343978	0.8695179284359077
trans-4-hydroxyproline	-0.0474995733085975	-0.029929173079905353	0.832329987096347	0.9567444189714148
allantoin	-0.200564396644916	-0.08887891390031892	0.372505038806379	0.7749565611246433
xanthine	-0.192182798078365	-0.42221392932974466	0.392716397172054	0.7856062507902646
5-oxoproline	0.0339034758623249	0.012681221157050192	0.87987738182599	0.9667730156856134
picolinate	-0.156743209391004	-0.13146213125088768	0.485403385280888	0.8240207868528354
sarcosine	-0.659255895167596	-0.23644293837499997	0.004214389986268	0.1997460054650052
pantothenate	-0.205295829250452	-0.2084313142702695	0.361391148750912	0.7675983185761308
pipecolate	-0.388663721683572	-0.534866021090748	0.086129390862999	0.57170647506919
phosphoethanolamine	-0.169201122584764	-0.11165902930958643	0.451514929923558	0.8092184808258361
glycerate	-0.274699518187993	-0.16234770307343055	0.222955545643399	0.6978048198455644
3-ureidopropionate	-0.122607387392629	-0.09244406503755802	0.585040283673513	0.8695179284359077
N-acetylleucine	-0.1864833151411	-0.0964877199352869	0.40683976411411	0.7856062507902646
N-acetylmethionine	-0.1044436355238	-0.04378733340773087	0.641740424239489	0.8910780767794464
N-acetylvaline	-0.613948906873908	-0.20193990270694834	0.007493774538328	0.2725621417354953
erucate (22:1n9)	-0.231522064966048	-0.2511426577245451	0.303682438167733	0.7309368440324019
bilirubin (Z,Z)	0.0208965982109002	0.015320106187342261	0.925783772737853	0.9793818347746204
thyroxine	-0.007805889862987	-0.0024425284948214193	0.972241485813428	0.9893531209276056
guanosine	-0.212517815271728	-0.15861985772333698	0.344840350707614	0.7533420517699395
gamma-glutamyltyrosine	-0.0131399679135512	-0.006619248361744392	0.953290594323711	0.9827625323182854
methyl indole-3-acetate	-0.479882995886982	-0.6706345918860389	0.034973997798643	0.4581161933871632
alpha-tocopherol	-0.338308913284101	-0.14470527497967478	0.134330415661255	0.6272396833232056
N-acetylalanine	-0.461579557797183	-0.16116169694811816	0.0423189145402309	0.4902923070523285
vanillylmandelate (VMA)	-0.368409442693516	-0.22706803141681983	0.103462443276385	0.6051772800510681
4-acetamidobutanoate	-0.360176823464139	-0.28187493222954346	0.11127177982546	0.6202175624754468
3-aminoisobutyrate	-0.620639534973014	-0.5393001654597592	0.0068947710948649	0.2725621417354953
citrate	-0.18244029422847	-0.04040733278216362	0.417043241527494	0.7897325630970192
2-aminobutyrate	-0.255116884419261	-0.11800873209436219	0.257395195560377	0.7111882877332291
urate	-0.308167178359314	-0.1281419175108897	0.172092824887587	0.6634088393447388
oleoyl ethanolamide	-0.228734375206392	-0.09946465741096351	0.309502512812196	0.7309368440324019
gamma-glutamylglutamine	0.306796989654149	0.11198929815696981	0.173984889867032	0.6634088393447388
4-hydroxyphenylpyruvate	0.10425074471645	0.0809792200709877	0.642354960748176	0.8910780767794464
butyrate/isobutyrate (4:0)	0.679786076643986	0.46973344859675237	0.003218824874336	0.1919951315638979
N-acetylneuraminate	-0.43140807233124	-0.3398197755785839	0.0573286441287993	0.5154719611920004
N-acetylglucosaminylasparagine	-0.288747663310113	-0.14543231187052238	0.200406931663416	0.6815120336374499
acetoacetate	0.0777543073074103	0.12217548195886696	0.728981213459222	0.9165969578782012
creatine	-0.263092132752468	-0.1906418075069777	0.242939916177497	0.6985345557298762
cys-gly, oxidized	0.539772375519372	0.27444817252530146	0.0181252728784519	0.3643713369627968
dihomo-linoleate (20:2n6)	-0.364077569032533	-0.37970693529835847	0.107514385199214	0.6166095280884651
gamma-glutamylhistidine	-0.337460833406392	-0.13301487796161082	0.135295434818532	0.6272396833232056
2-hydroxystearate	-0.342909430247044	-0.10702123634983757	0.129189764615124	0.6202277839667265
N1-methyladenosine	-0.513173797194531	-0.14216070949845233	0.0244228065659887	0.374040500470516
glycerol	-0.100268767150653	-0.08043756531581532	0.655096511561099	0.8933232428330805
choline	-0.284934391032718	-0.06765073585275164	0.206352867424584	0.689760911209453
anthranilate	0.145171393208638	0.09643411818015948	0.518099355007416	0.8308166399896746
gamma-glutamylleucine	-0.199971356010512	-0.10430278142650243	0.373913133742585	0.7763636690819622
3-methoxytyrosine	0.223602435792922	3.4978397692213044	0.320412112826505	0.7427345331673508
beta-hydroxyisovalerate	-0.267560194313892	-0.17282144779205136	0.235100336289397	0.6978970799536184
palmitoyl ethanolamide	0.708181250534099	1.2365995440926616	0.0021981429509308	0.1919951315638979
N-palmitoyl-sphingosine (d18:1/16:0)	0.121502669533977	0.051235202350314916	0.588420238093291	0.8695179284359077
1-palmitoyl-2-oleoyl-GPE (16:0/18:1)	-0.388687574390187	-0.25039523744300485	0.0861104825407143	0.57170647506919
1-palmitoyl-2-linoleoyl-GPI (16:0/18:2)	-0.155952382079727	-0.09279309168152138	0.487601030085795	0.8264292219185759
1-palmitoyl-2-linoleoyl-GPC (16:0/18:2)	0.188577776250482	0.029591826354403446	0.401614132748258	0.7856062507902646
stearoyl sphingomyelin (d18:1/18:0)	0.0044425525768668	0.0016988120896261117	0.98419964780622	0.99250424172296
1-palmitoyl-2-oleoyl-GPC (16:0/18:1)	-0.2927798240744	-0.06085021611491325	0.194259364401368	0.6729887819090845
N-stearoyl-sphingosine (d18:1/18:0)*	-0.0281180288076077	-0.016391354323243276	0.900255240308119	0.974960208019769
glycochenodeoxycholate	0.0569097293961902	0.08874803187554771	0.799772876127863	0.9485425283693428
taurochenodeoxycholate	-0.157280260599483	-0.37485072436652483	0.483914085299169	0.8239134759307647
taurocholate	-0.0094172595818433	-0.03970698912957574	0.966514433102242	0.9860305899244988
2-hydroxyhippurate (salicylurate)	-0.577419057940691	-2.473535187179968	0.0116860691357976	0.3099729838270313
azelate (C9-DC)	0.0571163243943182	0.050455428847465136	0.79906184074987	0.9485425283693428
eicosapentaenoate (EPA; 20:5n3)	-0.292391914792703	-0.3452570144806936	0.194844579908925	0.6729887819090845
ethylmalonate	0.161620507743406	0.12843893074527057	0.471971322767275	0.8239134759307647
carnitine	-0.394718728486044	-0.09210377737387802	0.0814380770766692	0.57144348799628
3-phenylpropionate (hydrocinnamate)	-0.0230930451169402	-0.033615172518133764	0.918009598187065	0.9793818347746204
phenylacetate	-0.0683463130817431	-0.0681395688444094	0.760682348793318	0.9308927013491468
hippurate	-0.0874777008337905	-0.10083479114081317	0.696707038484327	0.9036750217993532
xanthurenate	-0.266479500986547	-0.25888305031425646	0.236979557973254	0.6978970799536184
3-methyl-2-oxovalerate	0.263882524363	0.10540703424683276	0.241539636378599	0.6978970799536184
methionine sulfoxide	-0.167337584545089	-0.09043882136837522	0.456495804852973	0.811143104440538
3-methylhistidine	-0.238230060039855	-0.4375853291543487	0.289983075524737	0.7309368440324019
5-hydroxylysine	0.252221732229579	0.3160619766478493	0.262790326556447	0.713557880517886
4-guanidinobutanoate	-0.0399857794424117	-0.04294314321150817	0.858541264334028	0.9660321179656662
glucuronate	-0.146779730433883	-0.14162304818714616	0.513486549211669	0.8308166399896746
glycerol 3-phosphate	-0.359831168450866	-0.2723305179279504	0.111609766237113	0.6202175624754468
imidazole lactate	-0.347390558059533	-0.22973333245843744	0.124333496680066	0.6202277839667265
kynurenine	-0.146971730865309	-0.0709610641679183	0.51293734029963	0.8308166399896746
glycerophosphorylcholine (GPC)	-0.141845918831184	-0.0581261612992492	0.52770583492976	0.8406845208115246
N-acetylglutamate	-0.0261232615215233	-0.01629932752715698	0.90729761158096	0.9756856203332476
ribitol	-0.218012099039487	-0.11565288346373737	0.332584392663357	0.7491975384624665
theophylline	0.187503619961071	0.22902071215691894	0.40428898040808	0.7856062507902646
quinate	0.14211461029473	0.27687859531229814	0.526926227161075	0.8406845208115246
theobromine	0.329198350052526	0.6797162449248093	0.144985155897387	0.6412140526902894
gentisate	-0.0547460821828391	-0.0631449031771631	0.807229530558582	0.951633924358506
paraxanthine	0.211785974525945	0.29001658517339196	0.346494742001631	0.7533420517699395
indolelactate	-0.279489582260175	-0.16510222274781264	0.215067703193174	0.6918812939184311
3-indoxyl sulfate	-0.178213340671179	-0.14341272723499585	0.427873730690662	0.795102339028994
gamma-glutamylphenylalanine	0.119794138551637	0.06517687138181587	0.593665629485865	0.8724089098123307
4-methyl-2-oxopentanoate	-0.0011700716867682	-0.0005070101140770802	0.995838272970976	0.9977705193600273
1,5-anhydroglucitol (1,5-AG)	0.2302691922184	0.1309917209664982	0.306288925408054	0.7309368440324019
1-stearoyl-2-arachidonoyl-GPI (18:0/20:4)	-0.418990133220742	-0.13050745370154068	0.0647057960420846	0.5296681946852179
sphingosine 1-phosphate	0.957799422834617	0.2636801373260283	5.19838829327473e-05	0.0275774498958224
1-stearoyl-2-oleoyl-GPS (18:0/18:1)	0.262054983149614	0.21259618473984762	0.244786170518207	0.7000488596221499
1-stearoyl-GPI (18:0)	-0.407032212641739	-0.23715185775687886	0.0725486623771487	0.5618549692128085
1,2-dipalmitoyl-GPC (16:0/16:0)	0.0547959706837355	0.012377660212937073	0.807057393897441	0.951633924358506
docosahexaenoate (DHA; 22:6n3)	-0.267059371218389	-0.278691777775812	0.235969878266017	0.6978970799536184
1-myristoyl-2-palmitoyl-GPC (14:0/16:0)	-0.0124251806319642	-0.008727670060262472	0.955828766407198	0.9827625323182854
alpha-hydroxyisocaproate	-0.277680712562979	-0.3427945240610327	0.218021955475486	0.6918812939184311
isovalerate (i5:0)	0.307117009631133	0.18546077505104971	0.173541569405981	0.6634088393447388
4-acetylphenol sulfate	-0.382016818597922	-0.6027295284017299	0.0915332134765341	0.5885862999915314
1-methylguanidine	-0.47695923631879	-0.3885412156490288	0.036067109847559	0.4666732140031719
2-hydroxyoctanoate	0.0511307673019366	0.029490908916185513	0.819728728157669	0.9567444189714148
3-hydroxyoctanoate	-0.195062561397194	-0.20325236645232536	0.385696940225784	0.7810013786304953
phenyllactate (PLA)	0.244969661297427	0.18921573805666736	0.276652371216342	0.7239576404515943
palmitoylcarnitine (C16)	0.0067795796129021	0.002656302027557137	0.975889928043241	0.989384913790693
hexanoylcarnitine (C6)	0.0155109878076062	0.012585935581128254	0.94487482902302	0.9827014415192098
N-acetylaspartate (NAA)	-0.332287134583211	-0.239128209732261	0.141301232305677	0.6314601391207724
dehydroepiandrosterone sulfate (DHEA-S)	0.0167674148777908	0.022325018301193607	0.940417710845126	0.9797292446814478
acetylcarnitine (C2)	-0.399715995864161	-0.17988891040936839	0.0777273068901672	0.57144348799628
cysteine s-sulfate	-0.30033799268115	-0.14438232322088407	0.183117790261055	0.6639422038219278
tartronate (hydroxymalonate)	-0.217367051892973	-0.1546642300802221	0.334008246932614	0.7503107721976598
oxalate (ethanedioate)	-0.050385193758222	-0.026724700219643842	0.822312324567527	0.9567444189714148
erythritol	-0.234503465790487	-1.361741819131873	0.297540464309378	0.7309368440324019
adipate (C6-DC)	0.0984909736989603	0.08082763770378544	0.660818619433926	0.8973469788389811
iminodiacetate (IDA)	-0.372800639259212	-0.11487414019491327	0.0994821942229104	0.598235180902364
1-oleoylglycerol (18:1)	-0.536128032905915	-0.4418056347404694	0.0188922759939139	0.3643713369627968
3-methyl-2-oxobutyrate	0.238233196294084	0.07598978987120875	0.289976771287478	0.7309368440324019
1,6-anhydroglucose	-0.116234908360249	-0.19071775383154227	0.604662358567346	0.8752986301264379
2-oleoylglycerol (18:1)	-0.4930155594453	-0.4212440236915694	0.0304123122765716	0.4245718858610851
homoarginine	-0.153993070512077	-0.08500678015440975	0.493069302225358	0.8286123312849412
homocitrulline	-0.578053360091077	-0.7510821905192323	0.0115980355848243	0.3099729838270313
2-linoleoylglycerol (18:2)	-0.328809712109521	-0.26316058564562056	0.145453940010969	0.6412140526902894
3-hydroxydecanoate	-0.178580976698043	-0.11041082146780459	0.426925179728225	0.795102339028994
citramalate	0.319426838915779	0.23348552380122964	0.157134433430184	0.659035085645666
EDTA	0.0390449852296098	0.01053921421103706	0.861835013535189	0.966603540550566
N-acetylglycine	-0.273177999296873	-0.23150063417874045	0.225504681442454	0.6978970799536184
ribonate	-0.278235704346483	-0.12965305381401127	0.217112395977743	0.6918812939184311
threonate	0.0711283139591635	0.040800090766191184	0.751262598836302	0.9246631626187736
beta-sitosterol	0.0428027124140803	0.03741977285444033	0.848694319088213	0.9657700272186344
indoleacetate	-0.510174972492131	-0.3568323131819106	0.0252420768418073	0.374040500470516
1-linoleoylglycerol (18:2)	-0.550075817230793	-0.4195293564028031	0.0161049762364955	0.3643713369627968
2-palmitoylglycerol (16:0)	-0.0919002188268139	-0.0810821995309041	0.682206631054261	0.9002751685927499
1-methylhistidine	-0.230671497350256	-0.2105018757839699	0.305450323958825	0.7309368440324019
butyrylcarnitine (C4)	-0.0056277623201134	-0.0038528066611547432	0.979985145369846	0.991195652275888
isobutyrylcarnitine (C4)	-0.591945779166672	-0.5291882333705282	0.0098144098769751	0.2880147143042253
androsterone sulfate	-0.0524377709666076	-0.05990992925950716	0.8152044635184	0.95438530307059
2-pyrrolidinone	-0.230238920880059	-0.16504640274175017	0.306352088602869	0.7309368440324019
indolepropionate	0.047842440532158	0.05145758842344008	0.831138207386897	0.9567444189714148
N-(2-furoyl)glycine	-0.0832037110082248	-0.19260591029403487	0.710828689614179	0.9108565696626134
trigonelline (N'-methylnicotinate)	0.304403680845496	0.3839643092302422	0.177327692814428	0.6639422038219278
dodecanedioate (C12-DC)	0.294128864380187	0.9821116378874154	0.192234385389106	0.6729887819090845
glutamate, gamma-methyl ester	0.145526595484336	0.08083649796146021	0.517078737874608	0.8308166399896746
N-acetyltyrosine	-0.263888815667732	-0.19469387074444672	0.241528513805307	0.6978970799536184
1,3-dimethylurate	0.183466069639103	0.19968069560547724	0.41444000660408	0.7882068475072587
3-methylxanthine	0.31607753141418	0.8388186578810114	0.161475139483546	0.659035085645666
3-hydroxylaurate	-0.086554448804111	-0.054723316054612246	0.699748693390573	0.9054065410821928
pyridoxate	-0.10480134811719	-0.2887352183949031	0.640601439206946	0.8910780767794464
gamma-glutamylvaline	-0.445108654346005	-0.1851548924349998	0.0500292718792653	0.5020663420693201
O-acetylhomoserine	-0.40212801269743	-2.014808229854282	0.0759870965536271	0.5637923737300584
3-hydroxysebacate	-0.180041387966138	-0.3167975386453306	0.423169478047813	0.7946598516968666
propionylglycine	-0.323010323636418	-0.33954035133083366	0.152590650472824	0.659035085645666
propionylcarnitine (C3)	-0.512402279948182	-0.2492277763727659	0.0246313074562615	0.374040500470516
pro-hydroxy-pro	-0.0041953442287677	-0.003336590645813552	0.985078759768027	0.99250424172296
3-hydroxy-2-ethylpropionate	-0.310034668010219	-0.18148050500311327	0.169539368808497	0.6634088393447388
3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF)	0.009939156324638	0.016700551605730335	0.964659895639958	0.9850858029586096
docosapentaenoate (n3 DPA; 22:5n3)	-0.310779315437705	-0.4295776028157425	0.168529310733584	0.6634088393447388
docosadienoate (22:2n6)	-0.271354506091562	-0.18543449934580533	0.228587605432675	0.6978970799536184
adrenate (22:4n6)	-0.137033504456147	-0.07793130799224594	0.541769847023851	0.8483614847100734
10-undecenoate (11:1n1)	-0.0579216892733586	-0.045153137224797774	0.796291653046485	0.9485425283693428
myristoleate (14:1n5)	0.100264902143647	0.12073066442928358	0.655108929485807	0.8933232428330805
4-imidazoleacetate	-0.301859392700886	-0.1589622455725116	0.180934604705982	0.6639422038219278
1-methyl-4-imidazoleacetate	-0.460461228522057	-0.4456938940013144	0.0428079458563918	0.4902923070523285
sebacate (C10-DC)	0.33338920284055	0.7455267749851902	0.140004711179158	0.6314601391207724
delta-tocopherol	0.251968257930202	0.3557287265083988	0.263266438857677	0.713557880517886
stearidonate (18:4n3)	-0.130068069992862	-0.138948554461548	0.562458203235327	0.8636297447650969
nervonate (24:1n9)*	-0.0738689817477208	-0.038839739119626474	0.742019592817393	0.9189885701066642
5-dodecenoate (12:1n7)	0.338727907352087	0.29360619126129	0.133855654068254	0.6272396833232056
octanoylcarnitine (C8)	0.107167717280556	0.11360874970956585	0.63308855736177	0.8910780767794464
decanoylcarnitine (C10)	0.0320097842120781	0.036627855053248164	0.886539222690231	0.9674345616888256
N-acetylglutamine	-0.376637043059167	-0.2889089922111672	0.096107563774439	0.5948587929561531
N-acetyltryptophan	-0.213038114953556	-0.11351498765605751	0.343667295595707	0.7533420517699395
N-acetylphenylalanine	-0.165110744667403	-0.11929521726724553	0.462488798179595	0.8132863997633711
N-acetylasparagine	-0.366993789890783	-0.35691372715598646	0.104772783197436	0.6051772800510681
gamma-glutamyl-epsilon-lysine	-0.157207689755152	-0.07750673190131592	0.484115184205266	0.8239134759307647
1-palmitoyl-GPC (16:0)	-0.0578222877292373	-0.012280971544476058	0.796633420617704	0.9485425283693428
N-acetylarginine	-0.295817131542483	-0.2341397786138885	0.189722546779165	0.6729887819090845
piperine	-0.100933209784683	-0.20489247927392873	0.652963163962672	0.8933232428330805
campesterol	0.0179694011296719	0.015054129531722575	0.936155496783661	0.9797292446814478
myristoylcarnitine (C14)	0.0887843415650608	0.052002827987988706	0.692410800569934	0.9036750217993532
1-stearoyl-GPC (18:0)	-0.075277699035167	-0.022461963707861507	0.737283260109622	0.9170662825044652
1-oleoyl-GPC (18:1)	-0.0909186480889456	-0.035292358969121806	0.685414896132902	0.901232917397002
N-acetylthreonine	-0.536033086685855	-0.2670853896918342	0.0189126398169567	0.3643713369627968
N-acetylisoleucine	-0.177540482448981	-0.08102128972314479	0.429613032047207	0.795102339028994
10-nonadecenoate (19:1n9)	-0.251730820224656	-0.24098482965749574	0.26371297902879	0.713557880517886
10-heptadecenoate (17:1n7)	-0.174029286972649	-0.18532557532194346	0.438756969190277	0.7998645091252301
