	coef	cohenD	pval
CRYBB2_10000-28	-61.51	0.217527623170547	0.333653433515321
RAF1_10001-7	77.64	-0.224653737787415	0.318156608220449
ZNF41_10003-15	18.2575	-0.179014992484403	0.425806969476847
ELK1_10006-25	-0.0674999999999531	0.000569599059074546	0.997974035106727
GUCA1A_10008-43	-14.97	0.218103440122819	0.332383093013956
BECN1_10010-10	-4.83499999999999	0.127972109435198	0.568758785763706
OCRL_10011-65	-36.1224999999999	0.104666794039098	0.641029768937357
SPDEF_10012-5	-25.14	0.158057511172716	0.481763168478243
SNAI2_10014-31	10.665	-0.0877194707477696	0.695911345303745
KCNAB2_10015-119	-22.6	0.10588477287492	0.637156999113157
POLH_10022-207	-98.4274999999999	0.189773909552271	0.398648313425899
VDR_10023-32	9.29750000000003	-0.119211853933324	0.595458283568525
HOGA1_10024-44	2872.0175	-0.202079222750756	0.368923517928731
DLD_10025-1	-56.76	0.0555832547056765	0.80434219378192
MUTYH_10030-8	-10.9825	0.120249967103249	0.592264049552384
DUSP4_10035-6	-6.05749999999996	0.14912851294323	0.506789456299331
ZHX3_10036-201	-222.3225	0.191765046883794	0.393741187785581
SIGLEC12_10037-98	25.405	-0.323647330732521	0.151793713717478
PNP_10039-32	1078.235	-0.164487756361913	0.464173393862238
TP63_10040-63	-3.82999999999996	0.0217697081175904	0.92269255173664
HNF4A_10041-3	757.377500000001	-0.159652664371702	0.477365488189952
SGK3_10042-8	20.9375	-0.12181056471716	0.587477289269405
BRD4_10043-31	11.2275	-0.08899687945666	0.691712923803862
WNT10A_10044-12	-14.82	0.0727379073023307	0.74582967749478
CUL3_10045-47	22.6225	-0.0631032701544078	0.778532707471712
BIRC2_10046-55	167.0325	-0.380509260126059	0.0927967155956168
NCF2_10047-12	27.3825	-0.265043184689001	0.239493888534783
CBFB_10048-7	-1.08999999999994	0.00811470659907773	0.971143781933772
TERF1_10049-112	1002.315	-0.218730371209093	0.331003612786655
ILK_10053-5	1014.07	-0.158593056296904	0.480284223078895
GAN_10054-3	-25.1975	0.148473122845598	0.508653454171545
FOXM1_10056-5	242.0575	-0.24367738112461	0.279174909614644
RAD23A_10058-1	102.2975	-0.0173014498183798	0.938523813708675
FANCL_10063-10	5.50250000000002	-0.0345335974067955	0.87766256556627
RBBP9_10064-12	142.4925	-0.381169635266757	0.0922415017595275
PIN1_10069-2	37.0075	-0.24982278894997	0.267320680384614
PLCG2_10070-22	210.5375	-0.178492934020178	0.42715222797828
TDP1_10073-22	63.635	-0.298867579755905	0.185246662981179
BRD2_10074-128	21.91	-0.111492919971112	0.619456305962009
ACBD6_10075-75	279.555	-0.172963855440758	0.441553976670374
AP4M1_10076-1	255.7675	-0.226143023862772	0.314979626245456
BAG3_10078-5	-8.16999999999996	0.178281170431659	0.42769862665206
EIF2B1_10080-9	-4.77500000000032	0.00364031174163843	0.987052608663854
SATB2_10081-17	-4.92749999999999	0.0846201696233081	0.70613707135933
