	coef	cohenD	pval
CRYBB2_10000-28	4.38499999999998	0.022193584583279	0.921192255168764
RAF1_10001-7	94.2449999999999	0.2639168751943	0.241478911059267
ZNF41_10003-15	16.82	0.16782046534694	0.455202144449541
ELK1_10006-25	20.065	0.149611571029221	0.505417934856207
GUCA1A_10008-43	9.51499999999998	0.204454787739407	0.363351074551746
BECN1_10010-10	-26.8575	-0.363485157677565	0.10807834061549
OCRL_10011-65	-123.2875	-0.186307883630195	0.407279330669824
SPDEF_10012-5	3.37749999999996	0.0208550109101724	0.925931040284057
SNAI2_10014-31	-118	-0.38124405944639	0.0921791001169819
KCNAB2_10015-119	-57.3175	-0.223587330373142	0.32044459804315
POLH_10022-207	16.595	0.199925651794471	0.374021791385767
VDR_10023-32	18.815	0.240362809525101	0.285717702184195
HOGA1_10024-44	3155.94	0.222820246219102	0.322097149119635
DLD_10025-1	55.6024999999999	0.042029202228504	0.851395894878119
MUTYH_10030-8	22.795	0.383018369979377	0.0907016194885642
DUSP4_10035-6	-56.71	-0.270777407884224	0.229569631844561
ZHX3_10036-201	-139.605	-0.30432779055728	0.177434483085835
SIGLEC12_10037-98	10.0375	0.105958634991887	0.636922465131998
PNP_10039-32	316.9875	0.0402464199275523	0.857629195264594
TP63_10040-63	-24.6275	-0.128808019497043	0.566241871834387
HNF4A_10041-3	-1075.93	-0.21483010689612	0.339647019694047
SGK3_10042-8	34.2325	0.195497960110491	0.384642489618244
BRD4_10043-31	-32.35	-0.194328175854064	0.38747955213008
WNT10A_10044-12	51.0975	0.266391436205613	0.237133169666397
CUL3_10045-47	58.3724999999999	0.156090571412263	0.487216618875935
BIRC2_10046-55	-4.85000000000008	-0.00923233137482376	0.967171612303751
NCF2_10047-12	-1268.5325	-0.237808207986882	0.290831904566792
CBFB_10048-7	-26.8000000000001	-0.159982938128301	0.476457761685455
TERF1_10049-112	1020.64	0.222741731303758	0.32226661528952
ILK_10053-5	1440.3525	0.220116920218396	0.32796611790137
GAN_10054-3	-9.19	-0.127073182714893	0.571471508534682
FOXM1_10056-5	215.6775	0.185916949159781	0.408259905862453
RAD23A_10058-1	1198.0925	0.215232422386395	0.338748679999946
FANCL_10063-10	26.545	0.235890344197143	0.294712396207016
RBBP9_10064-12	-92.15	-0.113000072489744	0.614736875710445
PIN1_10069-2	6.67249999999998	0.039359597317488	0.860733271452939
PLCG2_10070-22	-89.7100000000001	-0.0636114923884507	0.776797030051436
