	cohenD	fc_case_control	pval	padj
N-formylmethionine	-0.623678497973263	-0.2355382613024138	0.0066374532701907	0.2332795765966875
arginine	-0.706093324252001	-0.3173704808839359	0.0022614268110245	0.1262828340261576
creatinine	-0.609072613438738	-0.1587865648823858	0.0079599066308046	0.2332795765966875
citrulline	-0.664353172177891	-0.2788509246010018	0.0039435978603149	0.1717016180064274
lactate	0.727876550047873	0.3812306269834261	0.0016774533393319	0.098876555168397
2'-deoxyuridine	-0.737311854572151	-0.7008932613693012	0.0014712607661318	0.0949956314543358
pyruvate	1.0645841594833	0.4425415220524984	8.71638420001382e-06	0.0046240418181073
caprate (10:0)	0.617002851399365	0.4142360311160006	0.0072146907188306	0.2332795765966875
sarcosine	-0.782473390966979	-0.2844121287135882	0.0007740810481651	0.0746636356457428
cys-gly, oxidized	0.849933553699139	0.4712165549757541	0.0002842519164941	0.0398423886954537
palmitoyl ethanolamide	0.659380327607822	2.394606870506546	0.0042075797060953	0.1717016180064274
sphingosine 1-phosphate	0.924286840335555	0.2751804226171992	8.91931402844569e-05	0.0189267843683617
iminodiacetate (IDA)	-0.690544484017361	-0.1908101232925128	0.0027890001515358	0.1479564580389742
N-acetylarginine	-0.643634394223809	-0.5077526031969744	0.0051549857976126	0.188785991285475
deoxycarnitine	-0.660351375501447	-0.2280278587932516	0.0041547820246119	0.1717016180064274
sphinganine-1-phosphate	0.680837087382919	0.3202825741002678	0.0031742693347176	0.1535792971230493
alpha-ketoglutaramate*	-0.747579333904736	-0.3359782662132796	0.0012740454093449	0.0924730113679133
sulfate*	-0.597192138387088	-0.1778398418183129	0.0092083821540547	0.2442523366363009
1-oleoyl-2-docosahexaenoyl-GPC (18:1/22:6)*	-0.846293752841468	-0.3096087688728454	0.0003004138638677	0.0398423886954537
2'-O-methylcytidine	-0.662592035860144	-0.194579353303726	0.0040352825534921	0.1717016180064274
cortolone glucuronide (1)	-0.643557930141185	-0.5565492021548484	0.0051600318070488	0.188785991285475
3-carboxy-4-methyl-5-pentyl-2-furanpropionate (3-CMPFP)**	-0.614339934746697	-0.4108864128894177	0.0074574978699415	0.2332795765966875
N-acetyl-2-aminooctanoate*	-0.611537555286749	-0.5777671436557572	0.0077210685779787	0.2332795765966875
4-acetylcatechol sulfate (1)	-0.607916469027545	-1.300258704559843	0.0080742370472626	0.2332795765966875
3,5-dichloro-2,6-dihydroxybenzoic acid	0.934568139978826	0.5692219553322366	7.56629015195032e-05	0.0189267843683617
carnitine of C10H14O2 (5)*	-0.615494646634249	-0.6208148213538948	0.0073513072030321	0.2332795765966875
3-bromo-5-chloro-2,6-dihydroxybenzoic acid*	0.768552000101372	0.6373760275223995	0.0009459096914173	0.0772007832764427
oxindolylalanine	-0.607210866549439	-0.3212515845511791	0.0081447479369907	0.2332795765966875
X-12015	-0.605139755053417	-0.8111952915359684	0.0083549706980906	0.2332795765966875
X-12104	-0.745745054378709	-0.5638297214255654	0.0013073470033164	0.0924730113679133
X-12462	-1.44279177283558	-1.1560048896316784	8.502879763157021e-09	9.0215554287096e-06
X-15245	0.782619782395984	0.8749872299693737	0.0007724419301545	0.0746636356457428
X-19438	1.01964597392958	0.5771488831361578	1.8695378921586e-05	0.0066119323452675
X-23276	0.769509990382092	0.3958248032525986	0.0009330162933209	0.0772007832764427
X-23636	0.656255762008131	0.1890770107815066	0.0043817061830081	0.1721848244507998
X-23666	-0.734876285317021	-0.6845196551081645	0.001522078920569	0.0949956314543358
X-24295	0.905708212481743	0.5297872026821527	0.0001197657419953	0.0211785753761688
X-24425	-0.680594774293806	-0.5444384654338005	0.003184490609526	0.1535792971230493
X-24556	-0.602445595113777	-0.5376055754001376	0.0086358361630851	0.2349390299752126
X-25343	0.791887359905729	0.3433782828220484	0.00067510727596	0.0746636356457428
