	cohenD	fc_case_control	pval	padj
CRYBB2_10000-28	0.217527623170547	0.15894415214175847	0.333653433515321	0.9055980789639853
RAF1_10001-7	-0.224653737787415	-0.13666322015419335	0.318156608220449	0.9055980789639853
ZNF41_10003-15	-0.179014992484403	-0.14534581942574973	0.425806969476847	0.9055980789639853
ELK1_10006-25	0.0005695990590745	0.00013271246073507655	0.997974035106727	0.9998573533185356
GUCA1A_10008-43	0.218103440122819	0.04716829227299448	0.332383093013956	0.9055980789639853
BECN1_10010-10	0.127972109435198	0.023982229382774816	0.568758785763706	0.9237573132020388
OCRL_10011-65	0.104666794039098	0.02256947780399532	0.641029768937357	0.9289358360380758
SPDEF_10012-5	0.158057511172716	0.027262546482310242	0.481763168478243	0.909621891054585
SNAI2_10014-31	-0.0877194707477696	-0.019375689215306	0.695911345303745	0.9407407620766804
KCNAB2_10015-119	0.10588477287492	0.03950920349042585	0.637156999113157	0.9288925102507016
POLH_10022-207	0.189773909552271	0.6301417845231921	0.398648313425899	0.9055980789639853
VDR_10023-32	-0.119211853933324	-0.023646629403014888	0.595458283568525	0.925815158099472
HOGA1_10024-44	-0.202079222750756	-2.012573273660881	0.368923517928731	0.9055980789639853
DLD_10025-1	0.0555832547056765	0.03208598991772086	0.80434219378192	0.9601115208001656
MUTYH_10030-8	0.120249967103249	0.09865987789417005	0.592264049552384	0.925815158099472
DUSP4_10035-6	0.14912851294323	0.018772635600622447	0.506789456299331	0.9120356600831128
ZHX3_10036-201	0.191765046883794	0.13786091447452392	0.393741187785581	0.9055980789639853
SIGLEC12_10037-98	-0.323647330732521	-0.14268530654970574	0.151793713717478	0.9055980789639853
PNP_10039-32	-0.164487756361913	-0.1273120122065921	0.464173393862238	0.9065646633021844
TP63_10040-63	0.0217697081175904	0.010729374649929046	0.92269255173664	0.9847018237388968
HNF4A_10041-3	-0.159652664371702	-0.06336509290664585	0.477365488189952	0.9086553967009348
SGK3_10042-8	-0.12181056471716	-0.02868398041409353	0.587477289269405	0.924407964917026
BRD4_10043-31	-0.08899687945666	-0.022469900325299	0.691712923803862	0.9406933610369276
WNT10A_10044-12	0.0727379073023307	0.02744616426540227	0.74582967749478	0.9526133403139104
CUL3_10045-47	-0.0631032701544078	-0.021549174308716664	0.778532707471712	0.9577958234730288
BIRC2_10046-55	-0.380509260126059	-0.15876284475432897	0.0927967155956168	0.9055980789639853
NCF2_10047-12	-0.265043184689001	-0.08170809037547272	0.239493888534783	0.9055980789639853
CBFB_10048-7	0.0081147065990777	0.0011085391931924854	0.971143781933772	0.9971072911007584
TERF1_10049-112	-0.218730371209093	-1.6475992834780968	0.331003612786655	0.9055980789639853
ILK_10053-5	-0.158593056296904	-0.05064903116784189	0.480284223078895	0.9089532017831912
GAN_10054-3	0.148473122845598	0.11245094231816659	0.508653454171545	0.9120356600831128
FOXM1_10056-5	-0.24367738112461	-0.12581383501825524	0.279174909614644	0.9055980789639853
RAD23A_10058-1	-0.0173014498183798	-0.005719926936093892	0.938523813708675	0.9889943669300952
FANCL_10063-10	-0.0345335974067955	-0.01987701061454032	0.87766256556627	0.9755915351514342
RBBP9_10064-12	-0.381169635266757	-0.14427745799975775	0.0922415017595275	0.9055980789639853
PIN1_10069-2	-0.24982278894997	-0.07966466209185605	0.267320680384614	0.9055980789639853
PLCG2_10070-22	-0.178492934020178	-0.09255108788839825	0.42715222797828	0.9055980789639853
TDP1_10073-22	-0.298867579755905	-0.07894549371158761	0.185246662981179	0.9055980789639853
BRD2_10074-128	-0.111492919971112	-0.041080547638816835	0.619456305962009	0.928830474143646
ACBD6_10075-75	-0.172963855440758	-0.13041132929776375	0.441553976670374	0.9055980789639853
AP4M1_10076-1	-0.226143023862772	-0.13741090009027165	0.314979626245456	0.9055980789639853
BAG3_10078-5	0.178281170431659	0.020817313277013406	0.42769862665206	0.9055980789639853
EIF2B1_10080-9	0.0036403117416384	0.001974384646977484	0.987052608663854	0.9996983181746568
SATB2_10081-17	0.0846201696233081	0.015515327100374484	0.70613707135933	0.9416210304555368
NEFL_10082-251	-0.293255331670183	-0.10318539892569548	0.193543789602035	0.9055980789639853
STAR_10085-25	-0.25482068531772	-0.122002310831532	0.257943540060977	0.9055980789639853
CBS_10086-39	0.291961163730161	0.7461347504714041	0.195495971722446	0.9055980789639853
CRYAA_10087-10	-0.0327131961549129	-0.004919299698009411	0.884063700763023	0.9765283652811124
APRT_10088-37	-0.101849470402104	-0.05526285598504484	0.650026037460691	0.9309665026758658
ASMTL_10089-7	0.0847206486759805	0.04594696903385228	0.705804692396696	0.941586164224683
STUB1_10336-3	-0.0391987577153754	-0.02405443725873284	0.861296482309528	0.9731488108496222
ENO2_10339-48	-0.0256506138068218	-0.01031273124160512	0.908967368291833	0.9832427698553224
PIAS4_10342-55	0.216015353268475	0.0536207462755081	0.337004915461922	0.9055980789639853
IL10RA_10344-334	-0.0380362066504749	-0.010528520305377913	0.865369499369783	0.9744282967822312
STAT3_10346-5	-0.228422939547841	-0.07638895014289082	0.31015735571511	0.9055980789639853
IRF1_10351-51	0.285927593172448	0.3388109488619921	0.204791758765216	0.9055980789639853
STAT3_10354-57	-0.122190575386247	-0.046632137466372035	0.586314465850328	0.924407964917026
JUN_10356-21	0.155543020123502	0.14768484276958638	0.488740760389612	0.9120356600831128
OAS1_10361-25	-0.064218745440646	-0.02528401756533581	0.77472463230533	0.9577958234730288
MYC_10362-35	0.0861916534858992	0.02752315646327416	0.7009452714577	0.9408085792295272
SMAD3_10363-13	-0.103604992708575	-0.03671924980530861	0.644414096126505	0.9299253414936648
SMAD2_10364-6	-0.190496946981634	-0.09896711987959109	0.396862074332537	0.9055980789639853
IL12B|IL23A_10365-132	0.47768736128152	0.26787194091435745	0.0357921437549114	0.9055980789639853
PDGFRA_10366-11	-0.11653654111171	-0.22038198349366078	0.60372681789273	0.9284320842104996
IL12A|IL12B_10367-62	0.0708492115978935	0.024007778850259297	0.752205952366001	0.9526133403139104
STAT1_10370-21	-0.070498146309869	-0.055248351745134754	0.753393073197629	0.9526133403139104
STAT6_10372-18	-0.0919687120874993	-0.03749736764080813	0.681982978292425	0.9364467599763044
ANGPTL3_10382-1	0.255396384067098	0.08978701973614522	0.256878522752316	0.9055980789639853
ZNRF3_10390-21	-0.276035104820002	-0.09339794089160798	0.220735297908185	0.9055980789639853
ANGPTL3_10391-1	0.310430378145803	0.1345766823452601	0.169002043242069	0.9055980789639853
MCL1_10396-6	0.1571322114209	0.0659576638449891	0.48432438896912	0.9116178263386152
ANKRD1_10398-110	-0.393922945945049	-0.11510400067398387	0.0820423078117037	0.9055980789639853
STX12_10418-36	-0.0454217836828485	-0.03304297700515804	0.839560531076194	0.9669569460876856
SCARA5_10419-1	-0.0507843710641199	-0.036771802207799555	0.820928830442805	0.9605119778574832
FAIM_10420-30	-0.0066542684254992	-0.003162182374010756	0.976335435026122	0.9971072911007584
NPDC1_10424-31	-0.171335295096778	-0.058157824709779975	0.445849381314531	0.9055980789639853
B4GALT5_10425-3	0.0672187453119467	0.017643028059788884	0.764510665911679	0.9565514399895088
GOSR2_10426-21	0.0725007457409148	0.0391222292078776	0.746629376664478	0.9526133403139104
KIR2DS2_10428-1	-0.294570269375432	-0.23190230280187699	0.191575260154226	0.9055980789639853
SLC3A2_10430-31	0.0711108392498661	0.019004459360114478	0.751321651472461	0.9526133403139104
SHISAL1_10432-3	0.126858915787604	0.03630806241929827	0.572119034112	0.9242802105266604
AGA_10435-2	0.151215734719532	0.024938301242389077	0.500877648821498	0.9120356600831128
CSF2RA_10438-19	-0.300967217119823	-0.09531864297829745	0.182212461766451	0.9055980789639853
AMY2B_10439-57	0.410908324145525	0.22684080386649533	0.0699237716989855	0.9055980789639853
CLMP_10440-26	0.100266857168927	0.04179513254065996	0.655102648150828	0.9322170925456804
TMEM190_10442-1	0.261538894639913	0.42879173924026276	0.245708602701235	0.9055980789639853
APOM_10445-20	-0.0064555133516524	-0.0020116232285340803	0.977042065470911	0.9971971571947706
PABPC3_10447-18	-0.177637946288647	-0.058135494480397835	0.429360834381323	0.9055980789639853
SHISA2_10449-31	-0.0940130604014233	-0.01693293637014259	0.675320702113259	0.934102204013714
NUCB1_10451-11	-0.370218379701121	-0.1333195819809152	0.101807433705439	0.9055980789639853
CEACAM20_10453-7	0.334491842878858	0.4398895377001737	0.138716872826588	0.9055980789639853
